"","Country","Confirmed","Recovered","Deaths","Month","Year"
"1216","US",3839546,1160087,141858,7,2020
"1217","US",3904066,1182018,142949,7,2020
"1218","US",3974630,1210849,144173,7,2020
"1219","US",4043070,1233269,145243,7,2020
"1220","US",4116393,1261624,146350,7,2020
"1221","US",4181308,1279414,147280,7,2020
"1222","US",4236083,1297863,147811,7,2020
"1223","US",4292934,1325804,148937,7,2020
"1224","US",4359391,1355363,150267,7,2020
"1225","US",4431244,1389425,151681,7,2020
"1226","US",4498701,1414155,152912,7,2020
"1227","US",4567420,1438160,154149,7,2020
"1228","US",4623604,1461885,155242,8,2020
"1229","US",4669149,1468689,155679,8,2020
"1230","US",4714678,1513446,156260,8,2020
"1231","US",4773479,1528979,157542,8,2020
"1232","US",4827936,1577851,158980,8,2020
"1233","US",4887293,1598624,160224,8,2020
"1234","US",4946590,1623870,161461,8,2020
"1235","US",5000709,1643118,162539,8,2020
"1236","US",5046463,1656864,163063,8,2020
"1237","US",5094087,1670755,163698,8,2020
"1238","US",5142088,1714960,164718,8,2020
"1239","US",5198137,1753760,166217,8,2020
"1240","US",5249451,1774648,167284,8,2020
"1241","US",5314791,1796326,168620,8,2020
"1242","US",5361712,1818527,169620,8,2020
"1243","US",5400904,1833067,170237,8,2020
"1244","US",5437580,1865580,170730,8,2020
"1245","US",5482614,1898159,171956,8,2020
"1246","US",5529973,1925049,173295,8,2020
"1247","US",5574013,1947035,174398,8,2020
"1248","US",5622842,1965056,175489,8,2020
"1249","US",5665887,1985484,176398,8,2020
"1250","US",5700119,1997761,176943,8,2020
"1251","US",5736641,2020774,177416,8,2020
"1252","US",5777001,2053699,178652,8,2020
"1253","US",5822167,2084465,179818,8,2020
"1254","US",5867547,2101326,180934,8,2020
"1255","US",5914395,2118367,181911,8,2020
"1256","US",5957126,2140614,182812,8,2020
"1257","US",5991507,2153939,183266,8,2020
"1258","US",6026895,2184825,183808,8,2020
"1259","US",6068759,2202663,184836,9,2020
"1260","US",6109773,2231757,185915,9,2020
"1261","US",6153983,2266957,186952,9,2020
"1262","US",6204376,2283454,187910,9,2020
"1263","US",6247464,2302187,188672,9,2020
"1264","US",6278633,2315995,189142,9,2020
"1265","US",6302200,2333551,189438,9,2020
"1266","US",6329593,2359111,189890,9,2020
"1267","US",6363650,2387479,191050,9,2020
"1268","US",6399723,2403511,191966,9,2020
"1269","US",6447501,2417878,193140,9,2020
"1270","US",6488563,2434658,193842,9,2020
"1271","US",6522914,2451406,194277,9,2020
"1272","US",6557342,2474570,194708,9,2020
"1273","US",6596849,2495127,195908,9,2020
"1274","US",6635867,2525573,196864,9,2020
"1275","US",6681004,2540334,197725,9,2020
"1276","US",6730288,2556465,198621,9,2020
"1277","US",6772447,2577446,199353,9,2020
"1278","US",6810862,2590671,199618,9,2020
"1279","US",6862834,2615949,200045,9,2020
"1280","US",6902696,2646959,201077,9,2020
"1281","US",6941758,2670256,202133,9,2020
"1282","US",6988869,2710183,203030,9,2020
"1283","US",7037151,2727335,203974,9,2020
"1284","US",7081803,2750459,204742,9,2020
"1285","US",7119311,2766280,205057,9,2020
"1286","US",7152546,2794608,205415,9,2020
"1287","US",7195994,2813305,206249,9,2020
"1288","US",7235428,2840688,207207,9,2020
"1289","US",7281081,2860650,208080,10,2020
"1290","US",7336043,2873369,208940,10,2020
"1291","US",7384578,2897322,209624,10,2020
"1292","US",7420293,2911699,210005,10,2020
"1293","US",7459742,2935142,210485,10,2020
"1294","US",7504998,2952390,211171,10,2020
"1295","US",7556060,2999895,212098,10,2020
"1296","US",7614653,3021252,213087,10,2020
"1297","US",7671034,3039089,214055,10,2020
"1298","US",7725952,3062983,214713,10,2020
"1299","US",7771893,3075077,215184,10,2020
"1300","US",7813735,3106728,215578,10,2020
"1301","US",7865983,3124593,216374,10,2020
"1302","US",7925748,3155794,217364,10,2020
"1303","US",7990636,3177397,218213,10,2020
"1304","US",8059782,3197539,219150,10,2020
"1305","US",8116518,3220573,219912,10,2020
"1306","US",8165858,3234138,220405,10,2020
"1307","US",8233610,3272603,220884,10,2020
"1308","US",8295581,3295148,221808,10,2020
"1309","US",8358864,3323354,222929,10,2020
"1310","US",8435164,3353056,223843,10,2020
"1311","US",8517113,3375427,224810,10,2020
"1312","US",8599842,3406656,225761,10,2020
"1313","US",8661982,3422878,226223,10,2020
"1314","US",8729385,3460455,226756,10,2020
"1315","US",8806228,3487666,227729,10,2020
"1316","US",8885632,3518140,228764,10,2020
"1317","US",8976684,3554336,229768,10,2020
"1318","US",9075924,3578452,230829,10,2020
"1319","US",9165619,3612478,231739,10,2020
"1320","US",9270467,3630579,232235,11,2020
"1321","US",9355775,3674981,232807,11,2020
"1322","US",9482891,3705130,234385,11,2020
"1323","US",9587499,3743527,235500,11,2020
"1324","US",9716853,3781751,236656,11,2020
"1325","US",9844858,3810791,237895,11,2020
"1326","US",9972308,3851465,238976,11,2020
"1327","US",10087380,3881491,239548,11,2020
"1328","US",10207953,3928845,240327,11,2020
"1329","US",10348449,3961873,241745,11,2020
"1330","US",10495075,3997175,243181,11,2020
"1331","US",10659914,4051256,244385,11,2020
"1332","US",10840303,4095146,245585,11,2020
"1333","US",11008064,4148444,246932,11,2020
"1334","US",11144288,4174884,247708,11,2020
"1335","US",11307233,4244811,248537,11,2020
"1336","US",11471155,4293640,250258,11,2020
"1337","US",11644332,4350789,252176,11,2020
"1338","US",11835880,4410709,254228,11,2020
"1339","US",12034177,4457930,256185,11,2020
"1340","US",12213451,4529700,257804,11,2020
"1341","US",12360235,4526513,258837,11,2020
"1342","US",12534684,4633600,259937,11,2020
"1343","US",12710198,4696664,262066,11,2020
"1344","US",12893485,4835956,264329,11,2020
"1345","US",13005807,4871203,265714,11,2020
"1346","US",13213995,4947446,267263,11,2020
"1347","US",13369528,5023063,268623,11,2020
"1348","US",13509762,5065030,269659,11,2020
"1349","US",13670332,5146319,271005,11,2020
"1350","US",13858551,5226581,273549,12,2020
"1351","US",14061108,5322128,276362,12,2020
"1352","US",14284721,5404018,279316,12,2020
"1353","US",14517506,5470389,282015,12,2020
"1354","US",14733048,5576026,284369,12,2020
"1355","US",14914060,5624444,285715,12,2020
"1356","US",15108918,5714557,287320,12,2020
"1357","US",15333410,5786915,289941,12,2020
"1358","US",15555949,5889896,293123,12,2020
"1359","US",15787464,5985047,296118,12,2020
"1360","US",16027441,6135314,299535,12,2020
"1361","US",16245026,6246605,301994,12,2020
"1362","US",16432729,6298082,303621,12,2020
"1363","US",16627550,0,305271,12,2020
"1364","US",16836556,0,308389,12,2020
"1365","US",17083256,0,312053,12,2020
"1366","US",17322981,0,315554,12,2020
"1367","US",17574950,0,318521,12,2020
"1368","US",17766856,0,321174,12,2020
"1369","US",17954675,0,322889,12,2020
"1370","US",18153724,0,324808,12,2020
"1371","US",18351735,0,328207,12,2020
"1372","US",18581353,0,331628,12,2020
"1373","US",18775557,0,334536,12,2020
"1374","US",18873203,0,335963,12,2020
"1375","US",19099491,0,337848,12,2020
"1376","US",19255126,0,339275,12,2020
"1377","US",19429760,0,341279,12,2020
"1378","US",19630012,0,344911,12,2020
"1379","US",19863696,0,348643,12,2020
"1380","US",20099363,0,352123,12,2020
"1381","United Kingdom",0,0,0,1,2020
"1382","United Kingdom",0,0,0,1,2020
"1383","United Kingdom",0,0,0,1,2020
"1384","United Kingdom",0,0,0,1,2020
"1385","United Kingdom",0,0,0,1,2020
"1386","United Kingdom",0,0,0,1,2020
"1387","United Kingdom",0,0,0,1,2020
"1388","United Kingdom",0,0,0,1,2020
"1389","United Kingdom",0,0,0,1,2020
"1390","United Kingdom",2,0,0,1,2020
"1391","United Kingdom",2,0,0,2,2020
"1392","United Kingdom",2,0,0,2,2020
"1393","United Kingdom",8,0,0,2,2020
"1394","United Kingdom",8,0,0,2,2020
"1395","United Kingdom",9,0,0,2,2020
"1396","United Kingdom",9,0,0,2,2020
"1397","United Kingdom",9,0,0,2,2020
"1398","United Kingdom",13,0,0,2,2020
"1399","United Kingdom",14,0,0,2,2020
"1400","United Kingdom",14,0,0,2,2020
"1401","United Kingdom",15,0,0,2,2020
"1402","United Kingdom",16,1,0,2,2020
"1403","United Kingdom",17,1,0,2,2020
"1404","United Kingdom",18,1,0,2,2020
"1405","United Kingdom",18,1,0,2,2020
"1406","United Kingdom",18,8,0,2,2020
"1407","United Kingdom",19,8,0,2,2020
"1408","United Kingdom",19,8,0,2,2020
"1409","United Kingdom",20,8,0,2,2020
"1410","United Kingdom",22,8,0,2,2020
"1411","United Kingdom",23,8,0,2,2020
"1412","United Kingdom",23,8,0,2,2020
"1413","United Kingdom",28,8,0,2,2020
"1414","United Kingdom",30,8,0,2,2020
"1415","United Kingdom",34,8,0,2,2020
"1416","United Kingdom",37,8,0,2,2020
"1417","United Kingdom",44,8,0,2,2020
"1418","United Kingdom",56,8,0,2,2020
"1419","United Kingdom",61,8,0,2,2020
"1420","United Kingdom",94,8,0,3,2020
"1421","United Kingdom",134,8,0,3,2020
"1422","United Kingdom",189,8,0,3,2020
"1423","United Kingdom",246,8,0,3,2020
"1424","United Kingdom",295,8,0,3,2020
"1425","United Kingdom",374,8,1,3,2020
"1426","United Kingdom",429,18,2,3,2020
"1427","United Kingdom",483,18,2,3,2020
"1428","United Kingdom",630,18,3,3,2020
"1429","United Kingdom",889,19,7,3,2020
"1430","United Kingdom",1301,19,7,3,2020
"1431","United Kingdom",1790,19,9,3,2020
"1432","United Kingdom",2270,19,10,3,2020
"1433","United Kingdom",2634,19,29,3,2020
"1434","United Kingdom",3077,19,43,3,2020
"1435","United Kingdom",3692,21,66,3,2020
"1436","United Kingdom",4462,53,83,3,2020
"1437","United Kingdom",5468,68,118,3,2020
"1438","United Kingdom",6534,68,164,3,2020
"1439","United Kingdom",7792,68,196,3,2020
"1440","United Kingdom",9007,68,254,3,2020
"1441","United Kingdom",10395,67,289,3,2020
"1442","United Kingdom",12744,67,365,3,2020
"1443","United Kingdom",15126,140,513,3,2020
"1444","United Kingdom",17843,140,704,3,2020
"1445","United Kingdom",20970,150,886,3,2020
"1446","United Kingdom",24219,151,1174,3,2020
"1447","United Kingdom",27062,151,1466,3,2020
"1448","United Kingdom",29954,151,1679,3,2020
"1449","United Kingdom",34281,171,2053,3,2020
"1450","United Kingdom",38815,179,2457,3,2020
"1451","United Kingdom",43789,179,3130,4,2020
"1452","United Kingdom",48718,192,3787,4,2020
"1453","United Kingdom",53699,208,4524,4,2020
"1454","United Kingdom",57772,215,5281,4,2020
"1455","United Kingdom",61422,229,5882,4,2020
"1456","United Kingdom",66738,287,6452,4,2020
"1457","United Kingdom",72224,325,7557,4,2020
"1458","United Kingdom",77387,345,8589,4,2020
"1459","United Kingdom",82293,359,9706,4,2020
"1460","United Kingdom",86660,588,10829,4,2020
"1461","United Kingdom",90273,622,11673,4,2020
"1462","United Kingdom",93812,626,12330,4,2020
"1463","United Kingdom",98017,304,13055,4,2020
"1464","United Kingdom",102365,323,14135,4,2020
"1465","United Kingdom",107465,368,15019,4,2020
"1466","United Kingdom",112808,375,16059,4,2020
"1467","United Kingdom",117798,394,16973,4,2020
"1468","United Kingdom",122534,414,18081,4,2020
"1469","United Kingdom",126394,436,18514,4,2020
"1470","United Kingdom",131260,446,19090,4,2020
"1471","United Kingdom",136035,638,20314,4,2020
"1472","United Kingdom",141540,683,21171,4,2020
"1473","United Kingdom",146708,712,21855,4,2020
"1474","United Kingdom",151689,724,22873,4,2020
"1475","United Kingdom",155453,774,23689,4,2020
"1476","United Kingdom",158926,778,24053,4,2020
"1477","United Kingdom",163630,807,24376,4,2020
"1478","United Kingdom",168357,813,25347,4,2020
"1479","United Kingdom",173807,857,26118,4,2020
"1480","United Kingdom",178771,859,26754,4,2020
"1481","United Kingdom",183501,892,27454,5,2020
"1482","United Kingdom",186731,896,28039,5,2020
"1483","United Kingdom",189708,901,28292,5,2020
"1484","United Kingdom",193091,910,28565,5,2020
"1485","United Kingdom",196780,926,29290,5,2020
"1486","United Kingdom",200616,934,29937,5,2020
"1487","United Kingdom",204387,970,30395,5,2020
"1488","United Kingdom",207439,997,30975,5,2020
"1489","United Kingdom",209589,1001,31250,5,2020
"1490","United Kingdom",211911,1002,31467,5,2020
"1491","United Kingdom",215500,1015,31655,5,2020
"1492","United Kingdom",218895,1023,32270,5,2020
"1493","United Kingdom",222195,1032,32718,5,2020
"1494","United Kingdom",224813,1043,33071,5,2020
"1495","United Kingdom",227334,1047,33422,5,2020
"1496","United Kingdom",229406,1058,33833,5,2020
"1497","United Kingdom",231232,1058,33900,5,2020
"1498","United Kingdom",233809,1090,34046,5,2020
"1499","United Kingdom",236867,1099,34547,5,2020
"1500","United Kingdom",239579,1116,34876,5,2020
"1501","United Kingdom",242133,1134,35149,5,2020
"1502","United Kingdom",244174,1142,35440,5,2020
"1503","United Kingdom",245682,1149,35660,5,2020
"1504","United Kingdom",247037,1151,36039,5,2020
"1505","United Kingdom",248650,1161,36143,5,2020
"1506","United Kingdom",250309,1161,36274,5,2020
"1507","United Kingdom",252118,1166,36696,5,2020
"1508","United Kingdom",253854,1167,37039,5,2020
"1509","United Kingdom",255362,1172,37313,5,2020
"1510","United Kingdom",256469,1187,37467,5,2020
"1511","United Kingdom",257539,1190,37527,5,2020
"1512","United Kingdom",258983,1221,37613,6,2020
"1513","United Kingdom",260453,1224,37863,6,2020
"1514","United Kingdom",261802,1212,38117,6,2020
"1515","United Kingdom",263040,1219,38247,6,2020
"1516","United Kingdom",264150,1228,38505,6,2020
"1517","United Kingdom",264944,1230,38648,6,2020
"1518","United Kingdom",265662,1239,38702,6,2020
"1519","United Kingdom",266756,1255,38749,6,2020
"1520","United Kingdom",267915,1257,38946,6,2020
"1521","United Kingdom",269101,1269,39110,6,2020
"1522","United Kingdom",270108,1278,39186,6,2020
"1523","United Kingdom",271162,1282,39317,6,2020
"1524","United Kingdom",272050,1283,39424,6,2020
"1525","United Kingdom",272857,1283,39451,6,2020
"1526","United Kingdom",273888,1284,39480,6,2020
"1527","United Kingdom",274971,1293,39600,6,2020
"1528","United Kingdom",275970,1304,39710,6,2020
"1529","United Kingdom",276990,1313,39777,6,2020
"1530","United Kingdom",277974,1319,39861,6,2020
"1531","United Kingdom",278640,1319,39932,6,2020
"1532","United Kingdom",279264,1319,39963,6,2020
"1533","United Kingdom",280156,1322,39976,6,2020
"1534","United Kingdom",281038,1330,40070,6,2020
"1535","United Kingdom",281815,1345,40157,6,2020
"1536","United Kingdom",282512,1361,40256,6,2020
"1537","United Kingdom",283151,1363,40333,6,2020
"1538","United Kingdom",283785,1364,40373,6,2020
"1539","United Kingdom",284192,1364,40404,6,2020
"1540","United Kingdom",284812,1368,40425,6,2020
"1541","United Kingdom",285216,1370,40479,6,2020
"1542","United Kingdom",285279,1372,40576,7,2020
"1543","United Kingdom",285285,1373,40617,7,2020
"1544","United Kingdom",285787,1375,40666,7,2020
"1545","United Kingdom",286412,1375,40698,7,2020
"1546","United Kingdom",286931,1375,40717,7,2020
"1547","United Kingdom",287290,1375,40728,7,2020
"1548","United Kingdom",287874,1375,40782,7,2020
"1549","United Kingdom",288511,1378,40839,7,2020
"1550","United Kingdom",289154,1378,40870,7,2020
"1551","United Kingdom",289678,1378,40904,7,2020
"1552","United Kingdom",290504,1378,40921,7,2020
"1553","United Kingdom",291154,1378,40930,7,2020
"1554","United Kingdom",291691,1384,40940,7,2020
"1555","United Kingdom",292931,1385,40984,7,2020
"1556","United Kingdom",293469,1386,41010,7,2020
"1557","United Kingdom",294116,1403,41034,7,2020
"1558","United Kingdom",294803,1403,41060,7,2020
"1559","United Kingdom",295632,1413,41069,7,2020
"1560","United Kingdom",296358,1413,41080,7,2020
"1561","United Kingdom",296944,1413,41090,7,2020
"1562","United Kingdom",297389,1414,41115,7,2020
"1563","United Kingdom",297952,1416,41132,7,2020
"1564","United Kingdom",298731,1425,41141,7,2020
"1565","United Kingdom",299500,1425,41173,7,2020
"1566","United Kingdom",300270,1427,41188,7,2020
"1567","United Kingdom",301020,1434,41196,7,2020
"1568","United Kingdom",301708,1437,41199,7,2020
"1569","United Kingdom",302261,1438,41220,7,2020
"1570","United Kingdom",303063,1438,41254,7,2020
"1571","United Kingdom",303910,1438,41254,7,2020
"1572","United Kingdom",304793,1439,41274,7,2020
"1573","United Kingdom",305562,1441,41287,8,2020
"1574","United Kingdom",306309,1444,41292,8,2020
"1575","United Kingdom",307251,1445,41293,8,2020
"1576","United Kingdom",307926,1445,41311,8,2020
"1577","United Kingdom",308832,1446,41325,8,2020
"1578","United Kingdom",309796,1447,41343,8,2020
"1579","United Kingdom",310696,1447,41355,8,2020
"1580","United Kingdom",311461,1449,41358,8,2020
"1581","United Kingdom",312574,1451,41363,8,2020
"1582","United Kingdom",313392,1463,41381,8,2020
"1583","United Kingdom",314542,1464,41394,8,2020
"1584","United Kingdom",315581,1472,41414,8,2020
"1585","United Kingdom",316729,1479,41432,8,2020
"1586","United Kingdom",318190,1481,41443,8,2020
"1587","United Kingdom",319232,1486,41446,8,2020
"1588","United Kingdom",320343,1486,41451,8,2020
"1589","United Kingdom",321064,1490,41454,8,2020
"1590","United Kingdom",322177,1493,41466,8,2020
"1591","United Kingdom",323008,1495,41483,8,2020
"1592","United Kingdom",324203,1544,41489,8,2020
"1593","United Kingdom",325263,1544,41491,8,2020
"1594","United Kingdom",326595,1547,41509,8,2020
"1595","United Kingdom",327643,1547,41515,8,2020
"1596","United Kingdom",328620,1550,41519,8,2020
"1597","United Kingdom",329821,1551,41535,8,2020
"1598","United Kingdom",330967,1551,41552,8,2020
"1599","United Kingdom",332509,1564,41564,8,2020
"1600","United Kingdom",333806,1615,41573,8,2020
"1601","United Kingdom",334916,1622,41585,8,2020
"1602","United Kingdom",336668,1624,41586,8,2020
"1603","United Kingdom",338083,1682,41589,8,2020
"1604","United Kingdom",339415,1709,41592,9,2020
"1605","United Kingdom",340929,1742,41602,9,2020
"1606","United Kingdom",342708,1750,41616,9,2020
"1607","United Kingdom",344686,1756,41626,9,2020
"1608","United Kingdom",346513,1806,41638,9,2020
"1609","United Kingdom",349500,1824,41640,9,2020
"1610","United Kingdom",352453,1824,41643,9,2020
"1611","United Kingdom",354934,1827,41675,9,2020
"1612","United Kingdom",357615,1833,41683,9,2020
"1613","United Kingdom",360546,1847,41697,9,2020
"1614","United Kingdom",364090,1850,41703,9,2020
"1615","United Kingdom",367594,1882,41712,9,2020
"1616","United Kingdom",370932,2148,41717,9,2020
"1617","United Kingdom",373557,2154,41726,9,2020
"1618","United Kingdom",376672,2186,41753,9,2020
"1619","United Kingdom",380679,2192,41773,9,2020
"1620","United Kingdom",384089,2203,41794,9,2020
"1621","United Kingdom",388418,2215,41821,9,2020
"1622","United Kingdom",392847,2229,41848,9,2020
"1623","United Kingdom",396746,2230,41866,9,2020
"1624","United Kingdom",401124,2230,41877,9,2020
"1625","United Kingdom",406060,2240,41914,9,2020
"1626","United Kingdom",412247,2249,41951,9,2020
"1627","United Kingdom",418891,2284,41991,9,2020
"1628","United Kingdom",425769,2305,42025,9,2020
"1629","United Kingdom",431819,2335,42060,9,2020
"1630","United Kingdom",437519,2341,42077,9,2020
"1631","United Kingdom",441575,2354,42090,9,2020
"1632","United Kingdom",448731,2370,42162,9,2020
"1633","United Kingdom",455848,2375,42233,9,2020
"1634","United Kingdom",462777,2385,42292,10,2020
"1635","United Kingdom",469771,2391,42358,10,2020
"1636","United Kingdom",482656,2398,42407,10,2020
"1637","United Kingdom",505621,2405,42440,10,2020
"1638","United Kingdom",518224,2411,42459,10,2020
"1639","United Kingdom",532781,2419,42535,10,2020
"1640","United Kingdom",546954,2427,42605,10,2020
"1641","United Kingdom",564504,2476,42682,10,2020
"1642","United Kingdom",578392,2490,42769,10,2020
"1643","United Kingdom",593567,2497,42850,10,2020
"1644","United Kingdom",606449,2505,42915,10,2020
"1645","United Kingdom",620460,2513,42965,10,2020
"1646","United Kingdom",637710,2537,43108,10,2020
"1647","United Kingdom",657461,2553,43245,10,2020
"1648","United Kingdom",676457,2563,43383,10,2020
"1649","United Kingdom",692114,2567,43519,10,2020
"1650","United Kingdom",708300,2574,43669,10,2020
"1651","United Kingdom",725294,2591,43736,10,2020
"1652","United Kingdom",744124,2615,43816,10,2020
"1653","United Kingdom",765489,2628,44057,10,2020
"1654","United Kingdom",792196,2638,44248,10,2020
"1655","United Kingdom",813453,2654,44437,10,2020
"1656","United Kingdom",834012,2659,44661,10,2020
"1657","United Kingdom",857045,2678,44835,10,2020
"1658","United Kingdom",876842,2687,44986,10,2020
"1659","United Kingdom",897742,2704,45088,10,2020
"1660","United Kingdom",920666,2721,45455,10,2020
"1661","United Kingdom",945380,2775,45765,10,2020
"1662","United Kingdom",968458,2801,46045,10,2020
"1663","United Kingdom",992876,2813,46319,10,2020
"1664","United Kingdom",1014795,2841,46645,10,2020
"1665","United Kingdom",1038056,2843,46807,11,2020
"1666","United Kingdom",1057023,2852,46943,11,2020
"1667","United Kingdom",1077101,2908,47340,11,2020
"1668","United Kingdom",1102307,2927,47832,11,2020
"1669","United Kingdom",1126471,2933,48210,11,2020
"1670","United Kingdom",1149793,2953,48565,11,2020
"1671","United Kingdom",1174772,2967,48978,11,2020
"1672","United Kingdom",1195352,2985,49134,11,2020
"1673","United Kingdom",1216749,3000,49329,11,2020
"1674","United Kingdom",1237200,3010,49861,11,2020
"1675","United Kingdom",1260200,3020,50457,11,2020
"1676","United Kingdom",1293717,3033,51020,11,2020
"1677","United Kingdom",1321033,3091,51396,11,2020
"1678","United Kingdom",1347909,3110,51858,11,2020
"1679","United Kingdom",1372886,3123,52026,11,2020
"1680","United Kingdom",1394302,3137,52240,11,2020
"1681","United Kingdom",1414362,3150,52839,11,2020
"1682","United Kingdom",1434007,3209,53368,11,2020
"1683","United Kingdom",1456943,3245,53870,11,2020
"1684","United Kingdom",1477217,3263,54381,11,2020
"1685","United Kingdom",1497138,3313,54721,11,2020
"1686","United Kingdom",1515805,3325,55120,11,2020
"1687","United Kingdom",1531270,3336,55327,11,2020
"1688","United Kingdom",1542614,3408,55935,11,2020
"1689","United Kingdom",1560875,3448,56630,11,2020
"1690","United Kingdom",1578432,3457,57128,11,2020
"1691","United Kingdom",1593253,3465,57648,11,2020
"1692","United Kingdom",1609144,3503,58127,11,2020
"1693","United Kingdom",1621308,3517,58342,11,2020
"1694","United Kingdom",1633736,3573,58545,11,2020
"1695","United Kingdom",1647233,3592,59148,12,2020
"1696","United Kingdom",1663470,3605,59796,12,2020
"1697","United Kingdom",1678421,3626,60210,12,2020
"1698","United Kingdom",1694803,3640,60714,12,2020
"1699","United Kingdom",1710382,3653,61111,12,2020
"1700","United Kingdom",1727754,3739,61342,12,2020
"1701","United Kingdom",1742528,3750,61531,12,2020
"1702","United Kingdom",1754914,3768,62130,12,2020
"1703","United Kingdom",1771548,3781,62663,12,2020
"1704","United Kingdom",1792614,3790,63179,12,2020
"1705","United Kingdom",1814398,3802,63603,12,2020
"1706","United Kingdom",1835952,3808,64123,12,2020
"1707","United Kingdom",1854493,4016,64267,12,2020
"1708","United Kingdom",1874870,4051,64500,12,2020
"1709","United Kingdom",1893439,4096,65006,12,2020
"1710","United Kingdom",1918739,4109,65618,12,2020
"1711","United Kingdom",1954271,4126,66150,12,2020
"1712","United Kingdom",1982831,4267,66640,12,2020
"1713","United Kingdom",2010080,4357,67177,12,2020
"1714","United Kingdom",2046164,4378,67503,12,2020
"1715","United Kingdom",2079681,4389,67718,12,2020
"1716","United Kingdom",2116612,4412,68409,12,2020
"1717","United Kingdom",2155999,4726,69157,12,2020
"1718","United Kingdom",2195148,4824,69732,12,2020
"1719","United Kingdom",2227951,4825,70302,12,2020
"1720","United Kingdom",2262739,4913,70513,12,2020
"1721","United Kingdom",2295232,5096,70860,12,2020
"1722","United Kingdom",2336692,5105,71217,12,2020
"1723","United Kingdom",2389967,5297,71675,12,2020
"1724","United Kingdom",2440206,5417,72657,12,2020
"1725","United Kingdom",2496235,5482,73622,12,2020
